# Make a gift redirects
makeagift.ucsf.edu/MargulisMemorial	https://giving.ucsf.edu/fund/01t8Z00000Adae0QAB?tribute=2&tributeFullName=Alex Margulis
makeagift.ucsf.edu/CindyLamar	https://giving.ucsf.edu/fund/01t8Z00000AdlJyQAJ?tribute=2&tributeFullName=Cindy Lamar
makeagift.ucsf.edu/doctorsday	https://giving.ucsf.edu/?tribute=1
makeagift.ucsf.edu/JamesSilkeSr	https://giving.ucsf.edu/fund/01t8Z00000BdTw7QAF?tribute=1&tributeFullName=James D. Silke Sr.
makeagift.ucsf.edu/ahp	https://giving.ucsf.edu/fund/01t8Z00000BdTvlQAF
makeagift.ucsf.edu/Alpha	https://giving.ucsf.edu/fund/01t8Z00000Ada9aQAB
makeagift.ucsf.edu/criminaljustice	https://giving.ucsf.edu/fund/01t8Z00000AdaZPQAZ
makeagift.ucsf.edu/Amend	https://giving.ucsf.edu/fund/01t8Z00000AdaZPQAZ
makeagift.ucsf.edu/south	https://giving.ucsf.edu/fund/other?giftComments=Amyloid Center Hematologic Malignancies (B7011) in memory of Jerry South&tribute=2&tributeFullName=Jerry South
makeagift.ucsf.edu/arenson	https://giving.ucsf.edu/fund/01t8Z00000AdabuQAB?appealCode=AMS16
makeagift.ucsf.edu/ArtForRecovery	https://giving.ucsf.edu/fund/01t8Z00000BdTuzQAF?appealCode=ARFWB
makeagift.ucsf.edu/imsms	https://giving.ucsf.edu/fund/01t8Z00000AdaaDQAR?appealCode=MSMS9
makeagift.ucsf.edu/Baszucki	https://giving.ucsf.edu/fund/other?giftComments=Baszucki Lymphoma Therapeutics Initiative 7030915-SFFDN in honor of Todd Ellison&tribute=1&tributeFullName=Todd Ellison
makeagift.ucsf.edu/bays	https://giving.ucsf.edu/fund/other?giftComments=Bay Area Youth in Science (BAYS) Program 7031370-SFFDN
makeagift.ucsf.edu/BCMM	https://giving.ucsf.edu/fund/other?giftComments=Benioff Center for Microbiome Medicine (B8092)
makeagift.ucsf.edu/bioengineering	https://giving.ucsf.edu/fund/other?giftComments=Bioengineering and Therapeutic Sciences (B0782)
makeagift.ucsf.edu/bhi	https://giving.ucsf.edu/fund/01t8Z00000AdaggQAB
makeagift.ucsf.edu/test	https://giving.ucsf.edu/fund/01t8Z00000AdaggQAB
makeagift.ucsf.edu/BWHLI	https://giving.ucsf.edu/fund/01t8Z00000BdTrDQAV
makeagift.ucsf.edu/bbhe	https://giving.ucsf.edu/fund/01t8Z00000AdaPyQAJ
makeagift.ucsf.edu/brachialneuritis	https://giving.ucsf.edu/fund/other?giftComments=Brachial Neuritis - Poncelet 7002066
makeagift.ucsf.edu/btc	https://giving.ucsf.edu/fund/01t8Z00000BdTqpQAF
makeagift.ucsf.edu/BrainTumorCenter	https://giving.ucsf.edu/fund/01t8Z00000BdTqpQAF
makeagift.ucsf.edu/careAAPI	https://giving.ucsf.edu/fund/other?giftComments=CARE for Asian Americans and Pacific Islanders (B8970)&giftChoice=50
makeagift.ucsf.edu/braga	https://giving.ucsf.edu/fund/other?giftComments=Carolina Braga, MD School of Medicine Scholarship Fund (B9079)&tribute=2&tributeFullName=Carolina Braga
makeagift.ucsf.edu/cor	https://giving.ucsf.edu/fund/01t8Z00000BdU3MQAV
makeagift.ucsf.edu/CHV	https://giving.ucsf.edu/fund/01t8Z00000AdaetQAB
makeagift.ucsf.edu/next-gen-precision	https://giving.ucsf.edu/fund/other?giftComments=Center for Next-Gen Precision Diagnostics (B7355)
makeagift.ucsf.edu/popbrain	https://giving.ucsf.edu/fund/other?giftComments=Center for Population Brain Health (Psychiatry Faculty Support Fund B7483)&appealCode=AKAUP
makeagift.ucsf.edu/CPO	https://giving.ucsf.edu/fund/other?giftComments=Center for Pregnancy Options at Mount Zion 7031486-SFFDN
makeagift.ucsf.edu/sgmhealth	https://giving.ucsf.edu/fund/other?giftComments=Center for Sexual and Gender Minority Health (B8125)&appealCode=SGM21
makeagift.ucsf.edu/cvp	https://giving.ucsf.edu/fund/01t8Z00000Adad2QAB?appealCode=CVPA8
makeagift.ucsf.edu/Lieberman	https://giving.ucsf.edu/fund/01t8Z00000BdToHQAV
makeagift.ucsf.edu/childrenscancer	https://giving.ucsf.edu/fund/01t8Z00000BdTnbQAF
makeagift.ucsf.edu/ChristinaCapurroSandBrainTumorFund	https://giving.ucsf.edu/fund/other?giftComments=Christina Capurro Sand Brain Tumor Fund - Caregiver Program (B7911)&appealCode=NSGCC
makeagift.ucsf.edu/citywide	https://giving.ucsf.edu/fund/01t8Z00000Adah5QAB
makeagift.ucsf.edu/neuro-oncology	https://giving.ucsf.edu/fund/other?giftComments=Clinical Neuro-Oncology Research (B1573)
makeagift.ucsf.edu/conway	https://giving.ucsf.edu/fund/01t8Z00000BdU3WQAV
makeagift.ucsf.edu/jjbh	https://giving.ucsf.edu/fund/other?giftComments=Craig Severance Fund B7571
makeagift.ucsf.edu/HIVIDGM	https://giving.ucsf.edu/fund/01t8Z00000BdU0LQAV
makeagift.ucsf.edu/Breyer	https://giving.ucsf.edu/fund/01t8Z00000AdaaSQAR
makeagift.ucsf.edu/thoraciconcology-blakely	https://giving.ucsf.edu/fund/other?giftComments=Dr. Collin Blakely - Thoracic Oncology Clinical Trials (B3356)
makeagift.ucsf.edu/legrange	https://giving.ucsf.edu/fund/other?giftComments=Dr. Daniel Le Grange (Psychiatry Faculty Support Fund B7483)&appealCode=GRANG
makeagift.ucsf.edu/tbi	https://giving.ucsf.edu/fund/other?giftComments=Dr. Manley's TBI Research (B2497)
makeagift.ucsf.edu/stollerlab	https://giving.ucsf.edu/fund/other?giftComments=Dr. Marshall Stoller's Research (B7353)
makeagift.ucsf.edu/Czaicki	https://giving.ucsf.edu/fund/other?giftComments=Dr. Nancy Czaicki Memorial Gift Fund (B7693)
makeagift.ucsf.edu/sarcomaresearch	https://giving.ucsf.edu/fund/other?giftComments=Dr. Schulte's Sarcoma Research Fund 7030962-SFFDN
makeagift.ucsf.edu/tomchi	https://giving.ucsf.edu/fund/other?giftComments=Dr. Thomas Chi's research (B7256)
makeagift.ucsf.edu/Chan-COVIDRisk	https://giving.ucsf.edu/fund/other?giftComments=Dylan Chan MD Research Fund (B7082)&appealCode=CHNC19
makeagift.ucsf.edu/dyslexiafund	https://giving.ucsf.edu/fund/other?giftComments=Dyslexia Fund (B3284)
makeagift.ucsf.edu/ed-hill	https://giving.ucsf.edu/fund/other?giftComments=Edward C. Hill Endowed Chair in OB/GYN (S0589)
makeagift.ucsf.edu/embrace	https://giving.ucsf.edu/fund/other?giftComments=EMBRACE: Group Prenatal Care for Black Families (B7955)
makeagift.ucsf.edu/emancipatoryscischolarship	https://giving.ucsf.edu/fund/01t8Z00000AdaePQAR
makeagift.ucsf.edu/fetal	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTo1QAF
makeagift.ucsf.edu/andrew-berghoff	https://giving.ucsf.edu/fund/01t8Z00000BdTo1QAF?appealCode=K7TA1
makeagift.ucsf.edu/andrewberghoff	https://giving.ucsf.edu/fund/01t8Z00000BdTo1QAF?appealCode=K7TA1
makeagift.ucsf.edu/friendtofriendshop	https://giving.ucsf.edu/fund/other?giftComments=Friend to Friend Shop at Mt. Zion (B3261)&appealCode=F2FGW
makeagift.ucsf.edu/gain	https://giving.ucsf.edu/fund/01t8Z00000AdaXxQAJ
makeagift.ucsf.edu/gbhi	https://giving.ucsf.edu/fund/other?giftComments=Global Brain Health Institute Support Fund
makeagift.ucsf.edu/globalcancer	https://giving.ucsf.edu/fund/01t8Z00000AdaBsQAJ
makeagift.ucsf.edu/globalhelp	https://giving.ucsf.edu/fund/other?giftComments=Global HELP  7031484-SFFDN
makeagift.ucsf.edu/goldheadedcane	https://giving.ucsf.edu/fund/other?giftComments=Gold Headed Cane (B7489)
makeagift.ucsf.edu/GynOnc	https://giving.ucsf.edu/fund/01t8Z00000BdU17QAF
makeagift.ucsf.edu/high-risk-skin-cancer	https://giving.ucsf.edu/fund/other?giftComments=High Risk Skin Cancer (B3192)
makeagift.ucsf.edu/HIVE	https://giving.ucsf.edu/fund/other?giftComments=HIVE Project (B8572)
makeagift.ucsf.edu/hopeconsortium	https://giving.ucsf.edu/fund/other?giftComments=HOPE Consortium - Institute for Global Health Fund (B1800)&appealCode=ZCA16
makeagift.ucsf.edu/rugo	https://giving.ucsf.edu/fund/01t8Z00000AddbzQAB?appealCode=RUG9W
makeagift.ucsf.edu/hsiao	https://giving.ucsf.edu/fund/other?giftComments=Hsiao Research Fund for Rare Disorders (B7141)
makeagift.ucsf.edu/ida-friend	https://giving.ucsf.edu/fund/other?giftComments=Ida Friend Infusion Center (B1631)
makeagift.ucsf.edu/infusion	https://giving.ucsf.edu/fund/other?giftComments=Ida Friend Infusion Center (B1631)
makeagift.ucsf.edu/gilbert	https://giving.ucsf.edu/fund/01t8Z00000BdU2YQAV
makeagift.ucsf.edu/jereepawl	https://giving.ucsf.edu/fund/other?giftComments=Jeree H. Pawl Memorial Fund - 7030936
makeagift.ucsf.edu/JobieProject	https://giving.ucsf.edu/fund/other?giftComments=Jobie Project Fund  7030973 - SFFDN
makeagift.ucsf.edu/JCarbone	https://giving.ucsf.edu/fund/other?giftComments=John V. Carbone Jr. Pancreatic Cancer Research Memorial Fund (B8989)&IMO=2&imoFirst=John&imoLast=Carbone&AppealCode=JCWEB
makeagift.ucsf.edu/koz	https://giving.ucsf.edu/fund/other?giftComments=Koz Hospitality House (B7448)
makeagift.ucsf.edu/krogan	https://giving.ucsf.edu/fund/other?giftComments=Krogan Lab Collaboration and Innovation Fund (B7792)
makeagift.ucsf.edu/madeline	https://giving.ucsf.edu/fund/other?giftComments=Madeline Fund - Pediatric Infusion Center (C213)
makeagift.ucsf.edu/MarilynPChow	https://giving.ucsf.edu/fund/other?giftComments=Marilyn P. Chow Imagine Fund Endowment (S8255)
makeagift.ucsf.edu/mstp	https://giving.ucsf.edu/fund/01t8Z00000AdahKQAR?appealCode=MSTPW
makeagift.ucsf.edu/Anwar	https://giving.ucsf.edu/fund/other?giftComments=Mekhail Anwar Research Fund (B7799)
makeagift.ucsf.edu/meningioma	https://giving.ucsf.edu/fund/other?giftComments=Meningioma Research (B1799)
makeagift.ucsf.edu/mutricy	https://giving.ucsf.edu/fund/other?giftComments=Metastatic Breast Cancer Research - Melisko (B2158)
makeagift.ucsf.edu/EMChair	https://giving.ucsf.edu/fund/01t8Z00000AdacJQAR?appealCode=23TEEMW
makeagift.ucsf.edu/CallahamEndowedChair	https://giving.ucsf.edu/fund/01t8Z00000AdacJQAR?appealCode=23TEEMW
makeagift.ucsf.edu/gmsantosresearch	https://giving.ucsf.edu/fund/other?giftComments=Milo Santos Research Fund 7031360-SFFDN
makeagift.ucsf.edu/MinyonHarlin	https://giving.ucsf.edu/fund/other?giftComments=Minyon Harlin Memorial Fund (B9241)
makeagift.ucsf.edu/match	https://giving.ucsf.edu/fund/other?giftComments=Multi-disciplinary Approach to Transplant-Centered Health (B9105)&appealCode=NPH20
makeagift.ucsf.edu/baranzini	https://giving.ucsf.edu/fund/01t8Z00000AdaaDQAR
makeagift.ucsf.edu/amorim	https://giving.ucsf.edu/fund/other?giftComments=Neurology Research Fund - Amorim Lab (B0414)&AppealCode=NRA1
makeagift.ucsf.edu/neuromuscular	https://giving.ucsf.edu/fund/other?giftComments=Neuromuscular Division (B8133)
makeagift.ucsf.edu/caregiverprogram	https://giving.ucsf.edu/fund/01t8Z00000BdTx5QAF
makeagift.ucsf.edu/watson	https://giving.ucsf.edu/fund/01t8Z00000BdTzNQAV
makeagift.ucsf.edu/patient-support-corps	https://giving.ucsf.edu/fund/other?giftComments=Patient Support Corps (B2500)
makeagift.ucsf.edu/aibmt	https://giving.ucsf.edu/fund/other?giftComments=Pediatric AIBMT (B7614)
makeagift.ucsf.edu/PedsBrainTumorCenter	https://giving.ucsf.edu/fund/other?giftComments=Pediatric Brain Tumor Center - Gupta Laboratory (B2071)
makeagift.ucsf.edu/CysticFibrosis	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9BQAR
makeagift.ucsf.edu/PediatricResidency	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaPdQAJ
makeagift.ucsf.edu/PeterCarroll	https://giving.ucsf.edu/fund/other?giftComments=Peter R%2E Carroll, MD, MPH, Innovation Fund (S8252)
makeagift.ucsf.edu/Ingraham	https://giving.ucsf.edu/fund/other?giftComments=Pharmacology Discretionary Fund - Dr. Ingraham's Osteoporosis Research (B0558)&appealCode=OSTI
makeagift.ucsf.edu/PopHealthEquity	https://giving.ucsf.edu/fund/other?giftComments=Population Health and Health Equity (B7807)
makeagift.ucsf.edu/PrimeScholarship	https://giving.ucsf.edu/fund/other?giftComments=PRIME-US Scholarship Fund B2309
makeagift.ucsf.edu/huanglab	https://giving.ucsf.edu/fund/other?giftComments=Prostate %26 Genitourinary Cancers Research Fund - Dr. Franklin Huang (B2335)&appealCode=HUANG
makeagift.ucsf.edu/Protea	https://giving.ucsf.edu/fund/other?giftComments=Protea Fund (B9141)
makeagift.ucsf.edu/PsychedelicResearch	https://giving.ucsf.edu/fund/other?giftComments=Psychedelic Research Fund 7031398-SFFDN
makeagift.ucsf.edu/Psychiatric-Mental-Health-Nurse-Practitioner	https://giving.ucsf.edu/fund/other?giftComments=Psychiatric Mental Health Nurse Practitioner - 7030919
makeagift.ucsf.edu/QCRG	https://giving.ucsf.edu/fund/other?giftComments=QBI Coronavirus Research Group (QCRG) Fund (B8984)&appealCode=ZCA12
makeagift.ucsf.edu/quincylee	https://giving.ucsf.edu/fund/other?giftComments=Quincy Lee Endowed Fellowship (S8068)
makeagift.ucsf.edu/RERRC	https://giving.ucsf.edu/fund/01t8Z00000BdTxbQAF
makeagift.ucsf.edu/feng	https://giving.ucsf.edu/fund/other?giftComments=Radiation Oncology Research - Feng (B7901)&appealCode=FENGW
makeagift.ucsf.edu/ReadiLab	https://giving.ucsf.edu/fund/other?giftComments=READI Lab (Psychiatry Faculty Support Fund B7483)&appealCode=READI
makeagift.ucsf.edu/RheumatologyFellowship	https://giving.ucsf.edu/fund/01t8Z00000BdU5sQAF
makeagift.ucsf.edu/RobertJaffe	https://giving.ucsf.edu/fund/01t8Z00000BdTqdQAF
makeagift.ucsf.edu/mannendowedchair	https://giving.ucsf.edu/fund/other?giftComments=Roger Mann, MD Endowed Chair in Foot and Ankle Surgery   (7902616-SFFDN)
makeagift.ucsf.edu/russell-laros	https://giving.ucsf.edu/fund/other?giftComments=Russell K Laros, Jr. Development Fund (B7649)
makeagift.ucsf.edu/sfcan	https://giving.ucsf.edu/fund/other?giftComments=San Francisco Cancer Initiative (SF CAN) - B7604
makeagift.ucsf.edu/sep	https://giving.ucsf.edu/fund/01t8Z00000AdagrQAB
makeagift.ucsf.edu/hm	https://giving.ucsf.edu/fund/other?giftComments=Single Ventricle Home Monitoring Program Fund  7030955-SFFDN
makeagift.ucsf.edu/sclc	https://giving.ucsf.edu/fund/other?giftComments=Smoking Cessation Leadership Center (SCLC) Endowment (S8145)&appealCode=WHITE
makeagift.ucsf.edu/BrainCancerSurvivor	https://giving.ucsf.edu/fund/other?giftComments=Sobrato Brisson Brain Cancer Survivor Program (B7754)
makeagift.ucsf.edu/SHN	https://giving.ucsf.edu/fund/01t8Z00000AdadHQAR?appealCode=SHN21
makeagift.ucsf.edu/spiritualcare	https://giving.ucsf.edu/fund/01t8Z00000BdTx7QAF
makeagift.ucsf.edu/firstgen	https://giving.ucsf.edu/fund/other?giftComments=Student Awards B7951
makeagift.ucsf.edu/schwerlab	https://giving.ucsf.edu/fund/other?giftComments=Suzanne Marie Haderle and Robert Vincent Haderle Chair (S0231)
makeagift.ucsf.edu/basf	https://giving.ucsf.edu/fund/other?giftComments=The Bay Area Science Festival (B2896)
makeagift.ucsf.edu/EdwardChu	https://giving.ucsf.edu/fund/01t8Z00000AdaA4QAJ
makeagift.ucsf.edu/Weichenthal	https://giving.ucsf.edu/fund/other?giftComments=The Lori A. Weichenthal, MD '94 Physician Wellness Fund at UCSF Fresno 7031463-SFFDN
makeagift.ucsf.edu/NancyAdlerLectureship	https://giving.ucsf.edu/fund/other?giftComments=The Nancy Adler, PhD Endowed Lectureship 7902686-SFFDN
makeagift.ucsf.edu/KaplanMemorialScholarship	https://giving.ucsf.edu/fund/01t8Z00000AdaBMQAZ
makeagift.ucsf.edu/scleroderma	https://giving.ucsf.edu/fund/01t8Z00000BdU1AQAV
makeagift.ucsf.edu/tcscp	https://giving.ucsf.edu/fund/other?giftComments=Translational Cardiac Stem Cell Program (B2041)
makeagift.ucsf.edu/UCGHI	https://giving.ucsf.edu/fund/other?giftComments=UC Global Health Institute (UCGHI) General Fund (B7950)
makeagift.ucsf.edu/UCMSCC	https://giving.ucsf.edu/fund/other?giftComments=UC Melanoma %26 Skin Cancer Consortium  7031783-SFFDN
makeagift.ucsf.edu/catalyst	https://giving.ucsf.edu/fund/other?giftComments=UCSF Catalyst Program Fund (B8057)
makeagift.ucsf.edu/cthc	https://giving.ucsf.edu/fund/other?giftComments=UCSF Center to Advance Trauma-informed Health Care (B7919)
makeagift.ucsf.edu/pedcovfund	https://giving.ucsf.edu/fund/other?giftComments=UCSF Department of Pediatrics Covid-19 Relief Program Fund (B9170)
makeagift.ucsf.edu/DependentCareBasicScience	https://giving.ucsf.edu/fund/other?giftComments=UCSF Dependent Care Fund- Basic Science (B9080)&appealCode=1CP12
makeagift.ucsf.edu/health-justice	https://giving.ucsf.edu/fund/01t8Z00000BdTrZQAV?appealCode=1CP14
makeagift.ucsf.edu/hhri	https://giving.ucsf.edu/fund/01t8Z00000AdaBiQAJ
makeagift.ucsf.edu/qbipasteur	https://giving.ucsf.edu/fund/other?giftComments=UCSF QBI and Institut Pasteur Fund 7031582-SFFDN
makeagift.ucsf.edu/SOLVE	https://giving.ucsf.edu/fund/other?giftComments=UCSF S.O.L.V.E. Health Tech (B9103)
makeagift.ucsf.edu/malariaresearch	https://giving.ucsf.edu/fund/other?giftComments=Ugandan Malaria Research Fellowship (B3141)
makeagift.ucsf.edu/UnidosEnSalud	https://giving.ucsf.edu/fund/other?giftComments=Unidos en Salud/United in Health SF (B9020)
makeagift.ucsf.edu/VHC	https://giving.ucsf.edu/fund/other?giftComments=Viral Hepatitis Center - Liver Transplant Fund (B8218)&appealCode=1CP11
makeagift.ucsf.edu/BandLab	https://giving.ucsf.edu/fund/other?giftComments=Woolley Lab (Psychiatry Faculty Support Fund B7483)&appealCode=BAND
makeagift.ucsf.edu/yerem	https://giving.ucsf.edu/fund/other?giftComments=Yerem Yeghiazarians (B2041)
makeagift.ucsf.edu/yosup	https://giving.ucsf.edu/fund/01t8Z00000AdaXnQAJ
makeagift.ucsf.edu/ZSFGResidency	https://giving.ucsf.edu/fund/01t8Z00000Adjg1QAB
makeagift.ucsf.edu/aids	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYHWWA2
makeagift.ucsf.edu/caps	https://giving.ucsf.edu/fund/01t8Z00000BdTrEQAV
makeagift.ucsf.edu/hiv	https://giving.ucsf.edu/fund/01t8Z00000BdU0LQAV
makeagift.ucsf.edu/faces	https://giving.ucsf.edu/fund/01t8Z00000BdTsIQAV
makeagift.ucsf.edu/sfghaids	https://giving.ucsf.edu/fund/01t8Z00000BdU0SQAV
makeagift.ucsf.edu/taps	https://giving.ucsf.edu/fund/01t8Z00000BdU5HQAV
makeagift.ucsf.edu/mphoto	https://giving.ucsf.edu/fund/other?giftComments=HIV, Infectious Disease, Global Medicine - MPHOTO (B7596)&appealCode=MPHOT
makeagift.ucsf.edu/arthritis	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJDWA2
makeagift.ucsf.edu/engleman	https://giving.ucsf.edu/fund/01t8Z00000AdaMKQAZ
makeagift.ucsf.edu/asthma	https://giving.ucsf.edu/category/detail/0ZG8Z000000oYJEWA2
makeagift.ucsf.edu/sabre	https://giving.ucsf.edu/fund/01t8Z00000BdTvZQAV
makeagift.ucsf.edu/pettherapy	https://giving.ucsf.edu/fund/01t8Z00000BdTvZQAV
makeagift.ucsf.edu/ambassadorsfund	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTpCQAV
makeagift.ucsf.edu/ip3program	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdhlxQAB
makeagift.ucsf.edu/stadcenter	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000BdTp8QAF
makeagift.ucsf.edu/CICfund	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000AdaAzQAJ?giftComments=UCSF Chronic Illness Center Fund (B7690)
makeagift.ucsf.edu/musictherapy	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB
makeagift.ucsf.edu/biomedicalscience	https://donate.ucsfbenioffchildrens.org/fund/01t8Z00000Ada9gQAB
makeagift.ucsf.edu/basicscience	https://giving.ucsf.edu/fund/01t8Z00000BdTqKQAV
makeagift.ucsf.edu/balamuthia	https://giving.ucsf.edu/fund/01t8Z00000BdU4dQAF
makeagift.ucsf.edu/missionbayhospitals	https://giving.ucsf.edu/fund/01t8Z00000BdTqyQAF
makeagift.ucsf.edu/radonc	https://giving.ucsf.edu/fund/01t8Z00000BdU0OQAV
makeagift.ucsf.edu/crc	https://giving.ucsf.edu/fund/01t8Z00000BdTuKQAV
makeagift.ucsf.edu/afr	https://giving.ucsf.edu/fund/01t8Z00000BdTuzQAF
makeagift.ucsf.edu/sms	https://giving.ucsf.edu/fund/01t8Z00000BdTzZQAV
makeagift.ucsf.edu/psycho-oncology	https://giving.ucsf.edu/fund/01t8Z00000BdU3VQAV
makeagift.ucsf.edu/andreadisresearch	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/brca	https://giving.ucsf.edu/fund/01t8Z00000BdTw7QAF
makeagift.ucsf.edu/survivorship	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/pcmb	https://giving.ucsf.edu/fund/01t8Z00000BdTs0QAF
makeagift.ucsf.edu/cancerfund	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=11EWEB&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/pancreascenter	https://giving.ucsf.edu/fund/01t8Z00000AdaC5QAJ
makeagift.ucsf.edu/impact	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=11YANNWE&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/pancreas	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=29D71
makeagift.ucsf.edu/btp	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM?appealCode=D7DW1
makeagift.ucsf.edu/cancer	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=11YANNWE&utm_medium=print&utm_source=ASGVANITY&utm_campaign=ASGGP
makeagift.ucsf.edu/UM18	https://giving.ucsf.edu/fund/01t8Z00000BdTvwQAF?appealCode=UM18&giftChoice=100&tribute=2&tributeFullName=Umberto Maneschi
makeagift.ucsf.edu/bmtclinic	https://giving.ucsf.edu/fund/other?giftComments=Adult Hematology, Oncology, Blood and Marrow Transplant Clinic Experience Fund zzz7031834-SFFDN
makeagift.ucsf.edu/B3261	https://giving.ucsf.edu/category/0ZG8Z000000oYJ3WAM
makeagift.ucsf.edu/egene	https://giving.ucsf.edu/fund/other?giftComments=BRCA Center EGene Fund (B8041)&appealCode=EGENE
makeagift.ucsf.edu/HeleneJaffe	https://giving.ucsf.edu/fund/01t8Z00000BdTw7QAF?appealCode=HJM20&tribute=1&tributeFullName=Helene Jaffe
makeagift.ucsf.edu/cancerimmunotherapy	https://giving.ucsf.edu/fund/01t8Z00000BdTuuQAF
makeagift.ucsf.edu/chapman	https://giving.ucsf.edu/fund/01t8Z00000AdloTQAR
makeagift.ucsf.edu/andreadis	https://giving.ucsf.edu/fund/other?giftComments=Dr. Babis Andreadis Hematologic Malignancies research (B3209)
makeagift.ucsf.edu/dchanresearch	https://giving.ucsf.edu/fund/other?giftComments=Dr. Denise Chan's Research in RadOnc (B7031)
makeagift.ucsf.edu/YenFundraiser	https://giving.ucsf.edu/fund/other?giftComments=Dr. Venook Cancer Research Fund (B0683)&tribute=2&tributeFullName=Stephen Yen
makeagift.ucsf.edu/Friedlander	https://giving.ucsf.edu/fund/other?giftComments=Friedlander Oncology Fund (B7981)
